docking_score,smile
-6.1,Cc1ccc(Cl)cc1c1ccc(/C=C\2/SC(=S)NC2=O)o1
-6.1,COc1ccc(NCN2C(=O)S/C(=C/c3ccccc3OC)/C2=O)cc1Cl
-6.3,CCOC(=O)c1c(NC(=O)c2ccccc2C(=O)O)sc2c1CC[C@@H](C)C2
-6.5,CC1=CC(C)(C)N(C(=O)Cc2ccccc2)c2ccccc12
-6.5,O=C1N=C(O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)C(=O)N1
-6.4,O=C1S/C(=C/c2ccccc2)/C(=O)N1C[C@@H](O)Cn1c2ccccc2c2ccccc12
-5.9,CC(=O)N1c2ccccc2[C@](C)(c2ccccc2)CC1(C)C
-5.0,Sc1nnc(-c2ccccc2Br)o1
-6.5,CCOC(=O)c1c(C)n(C[C@@H](O)c2ccc([N+](=O)[O-])cc2)c2cc(O)cc(C)c12
-6.0,O=C(O)c1ccc(N2C(=O)/C(=C\c3cccs3)/SC2=S)cc1
-6.0,CN1CCN(NC(=O)CCN2C(=O)S/C(=C\c3ccc(Cl)cc3)/C2=O)CC1
-6.0,COc1ccc(/C=C\2/N=C(c3cc(I)ccc3Cl)OC2=O)cc1OC
-5.4,O=C1NC(=O)/C(=C\c2cc(Br)cc(Br)c2O)S1
-5.3,COc1cc(Br)cc(/C=C2/SC(=O)NC2=O)c1O
-6.6,CC(=O)[C@H](C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1cccc(Br)c1
-5.5,Cc1cc(S(=O)(=O)NCc2ccco2)c(C)cc1Br
-7.0,CC(=O)c1ccc(NC(=O)[C@@H](C)Sc2nnc(c3cccnc3)n2c2ccccc2)cc1
-6.7,Cc1ccccc1NC(=O)[C@H](C)Sc1nnc(c2cccc(O)c2)o1
-6.6,Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(Cl)c(Cl)c2)Cc2ccco2)cc1
-6.2,COc1ccc(c2nnc(S[C@H](C)C(=O)Nc3cccc(C)c3)o2)cc1
-6.7,CCC(=O)n1nc(c2ccccc2)nc1SCC(=O)Nc1ccc(C)cc1
-6.6,CCc1cccc(CC)c1NC(=O)CSc1nnc(c2ccccc2)n1C
-6.9,Cc1ccc(NC(=O)CSc2nnc(Cn3cnc4ccccc34)o2)c(C)c1
-6.2,Cc1ccc(Cl)cc1NC(=O)CSc1nnc(Cc2ccccc2)n1C
-6.3,COC(=O)CSc1nnc(c2ccccc2Br)n1c1ccccc1
-6.5,CCOC(=O)c1c(C)c(C)sc1NC(=O)CSc1nnc(C)n1c1ccccc1
-5.7,CC(C)OC(=O)CSc1nnc(CNc2ccc(Cl)cc2)n1c1ccccc1
-6.1,CCn1c(S[C@H](C)C(=O)Nc2ccccc2)nnc1-c1cccnc1
-6.2,Cc1cccc(-c2nnc(SCC(=O)NCc3ccccc3)n2C)c1
-6.1,Cc1ccc(-n2nnnc2SCC(=O)Nc2ccc(Cl)cc2)cc1
-7.2,C[C@@H](Sc1nnc(COc2ccc([N+](=O)[O-])cc2)n1c1ccccc1)C(=O)Nc1ccccc1
-7.5,Cc1cc2nnc(SCc3cc(=O)[nH]c4ccccc34)n2c2ccccc12
-5.8,CCn1c(SCC(=O)c2ccccc2)nnc1c1ccc(OC)cc1
-7.4,O=C1N[C@H](c2coc3ccc(Cl)cc3c2=O)Nc2sc3c(c12)CCCC3
-6.5,CCn1c(SCC(=O)Nc2cccc(Cl)c2)nc2sc(C)c(C)c2c1=O
-6.5,CCOc1ccc(NC(=O)CSc2nc3sc(C)c(C)c3c(=O)n2CC)cc1
-6.5,Cc1nnc(SCC(=O)Nc2c(C)cccc2C)n1c1cccc(Cl)c1
-6.3,COc1ccc2c(c1)C(C)(C)[C@@]1(C=Nc3c(ccc4ncccc34)O1)N2C
-7.2,Cc1cc(C)cc(NC(=O)Cn2nc(c3ccccc3)nc2c2ccccc2)c1
-6.4,COc1ccc(c2nnc(SCC(=O)Nc3ccccc3C)n2c2ccccc2)cc1OC
-5.7,O=C1S/C(=C\c2ccco2)C(=O)N1CCOc1ccccc1
-6.8,CCn1c(SCC(=O)Nc2cccc(C)c2C)nnc1c1ccc(Cl)cc1
-6.7,CCn1c(CNc2cccc(C(F)(F)F)c2)nnc1SCC(=O)Nc1cccc(C)c1
-6.4,CCn1c(CNc2ccccc2Cl)nnc1SCC(=O)Nc1ccccc1OC
-7.0,COc1ccc2nc(Cl)c([C@H]3Nc4sc5c(c4C(=O)N3)CCCC5)cc2c1
-6.2,Cc1cc2nnc(SCC(=O)OC3CCCCC3)n2c2ccccc12
-5.5,COc1ccc([C@H]2C(C(=O)OC(C)C)=C(C)N=C3SCC(=O)N32)cc1
-5.8,CC1=C(C(=O)OC(C)C)[C@@H](c2ccc(Cl)cc2)N2C(=O)CSC2=N1
-6.0,O=C(COc1ccccc1)NC(=S)Nc1ccc(N2CCOCC2)c(Cl)c1
-6.5,COc1ccc(C(=O)Nc2cc3nn(c4ccc(Cl)cc4)nc3cc2C)cc1
-6.9,CCc1ccc(n2nc3ccc(NC(=S)NC(=O)COc4ccccc4)cc3n2)cc1
-7.2,Cc1c(NC(=S)NC(=O)COc2ccccc2)cccc1c1nc2ncccc2o1
-7.1,N=c1c2c(n(Cc3ccc(Br)cc3)c3c1CCCC3)CCC2
-5.9,COc1ccccc1/C=C/1\SC(=S)N(c2cccc(C)c2C)C1=O
-6.4,O=C(NC(=O)c1cccs1)Nc1nc(c2cccs2)cc(C(F)(F)F)n1
-7.6,O=C(NCc1cccnc1)c1cc2nc3-c4c(CCc3c(C(F)(F)F)n2n1)cccc4
-6.1,CCOC(=O)[C@@H](C)Oc1ccc2c(c1)oc(C)c(Oc1ccc(C(=O)OC)cc1)c2=O
-7.5,O=C(CCc1ccccc1)Nc1ccc2c(c1)CCCN2C(=O)c1ccccc1
-6.6,Cc1c(-n2c(=O)c3ccccc3nc2-c2ccco2)c(=O)n(-c2ccccc2)n1C
-6.8,Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)cc1
-7.0,Cn1c(=O)c2c(n(C)c1=O)Oc1ccccc1N[C@@H]2c1cccc([N+](=O)[O-])c1
-6.3,CCOC(=O)Cn1c(C)nc2c(C(=O)Nc3ccccc3)sc(C)c2c1=O
-6.4,CCOc1ccc(NC(=O)c2cccc(OC(=S)N3CCC(C)CC3)c2)cc1
-6.4,CCOc1cc(/C=C/2\C(=O)NC(=S)N(c3ccc(Cl)cc3)C2=O)ccc1O
-6.6,O=[N+]([O-])c1ccc(COc2ccc(/C=C\3/SC(=S)N=C3O)cc2)cc1
-6.1,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(C)c(Cl)c2)cc1
-6.3,CNC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2)CCN1S(=O)(=O)c1ccccc1
-6.6,O=C(COc1ccc(/C=c\2/sc3=NCCn3c2=O)cc1)Nc1ccccc1Cl
-6.2,COc1ccccc1NC(=O)COc1ccc(/C=c\2/sc3=NCCn3c2=O)cc1
-5.7,COc1ccc(C(=O)CCC(=O)Nc2cccc3ccccc23)cc1OC
-6.8,O=C(Nc1cccnc1)c1ccc(CN(c2ccccc2)S(=O)(=O)c2ccccc2)cc1
-6.6,O=C(O)c1ccc(CSc2nnc(COc3ccc(Cl)cc3Cl)o2)cc1
-6.8,O=C(CN(c1ccccc1F)S(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCO2
-6.4,Cc1cc(Cl)ccc1NC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1
-6.6,COC(=O)c1ccc(Nc2nc3-c4c(CCc3s2)cc(OC)cc4)cc1
-6.5,CCOc1ccc(c2nc(Nc3ccc(F)cc3)sc2CC(=O)O)cc1
-6.0,C[C@@H](C(=O)Nc1cccc(Br)c1)N(c1ccccc1)S(C)(=O)=O
-7.0,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)COc3ccccc3C)cc2)cc1C
-6.0,COc1ccccc1N(CC(=O)Nc1ccc(Br)c(C)c1)S(=O)(=O)C
-5.8,COC(=O)COc1cc(Br)c(/C=C2/NC(=O)NC2=O)cc1OC
-5.4,CCOC(=O)[C@@H]1[C@@H](c2ccc(OC)cc2)[C@H](C(=O)OCC)C(=O)C[C@]1(C)O
-6.7,CCc1nc2ccccc2c(NC(=O)/C=C/c2ccccc2)c1C
-6.4,Cc1ccc(C)c2c(N)c3c(nc12)N(Cc1ccccc1)CC3
-6.8,CCOc1ccccc1N(CC(=O)Nc1cc(C(=O)OC)ccc1C)S(=O)(=O)c1ccc(C)cc1
-5.8,CCOc1ccc(N([C@@H](C)C(=O)Nc2cccc(Br)c2)S(=O)(=O)C)cc1
-7.1,C[C@@H](NC(=O)c1ccc(N(Cc2ccccc2Cl)S(=O)(=O)C)cc1)c1ccccc1
-5.7,O=C(Nc1ccccc1)Nc1ccc2nsnc2c1
-6.2,COc1cc(OC)cc(C(=O)NC(=S)Nc2cccc(Cl)c2Cl)c1
-7.3,Cc1cc(/C=C/2\C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)c(C)n1c1ccc(O)cc1
-6.2,CCOC(=O)CN1C(=O)S/C(=C\c2cc(C)n(c3ccc4c(c3)OCO4)c2C)/C1=O
-6.9,COC(=O)c1ccccc1n1c(C)cc(/C=C\2/C(=O)N(c3ccc(F)cc3)C(=S)N=C2O)c1C
-6.1,COc1ccc(OC)c([C@@H]2C(=C(C)N=c3s/c(=C\c4ccccc4)/c(=O)n23)C(=O)OC(C)C)c1
-6.0,CCOc1cc(/C=C\2/NC(=O)N(Cc3ccccc3)C2=O)cc(I)c1O
-6.6,CCOc1cc(/C=C\2/NC(=O)N(Cc3ccccc3)C2=O)c(Br)cc1O
-6.6,Cc1cc(/C=C\2/NC(=O)N(Cc3ccccc3)C2=O)c(C)n1c1ccccc1Cl
-6.0,O=C(c1ccc([C@@H]2SCC(=O)N2CCc2ccccc2)cc1)N1CCOCC1
-6.3,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCN(C(=O)c2ccccc2)CC1
-6.0,C[C@H](NC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1)c1ccccc1
-6.4,CCOC(=O)c1ccc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1
-6.6,O=C1NC(=O)/C(=C\c2ccc(OCc3ccc(I)cc3)cc2)/N1
-6.2,COC(=O)COc1c(Cl)cc(/C=C\2/NC(=O)N(c3ccccc3)C2=O)cc1OC
-6.2,CCOC(=O)[C@@H](C)N1C(=O)S/C(=C\c2cc(C)n(c3ccc4c(c3)OCO4)c2C)/C1=O
-7.2,Cc1cccc(n2cccc2/C=C\2/SC(=O)N(CC(=O)N3CCN(c4ccccc4)CC3)C2=O)c1
-6.1,COc1cc(/C=C2/NC(=O)N(c3ccccc3)C2=O)cc(OC)c1OC
-5.0,CC[C@H](C)N1C(=O)S/C(=C\c2cccs2)/C1=O
-5.5,CCOC(=O)[C@@H](C)N1C(=O)S/C(=C\c2ccccc2OC(C)C)C1=O
-5.6,CCOC(=O)[C@@H](C)N1C(=O)S/C(=C\c2cccn2c2ccc(I)cc2)/C1=O
-6.3,COc1ccc(N2C(=O)/C(=C/c3ccc(OC(C)C)c(Cl)c3)/C(=NC2=S)O)cc1
-6.6,CCOC(=O)c1ccc(c2ccc(/C=C\3/SC(=O)N([C@H](C)C(=O)OCC)C3=O)o2)cc1
-6.3,COc1cc(/C=C\2/SC(=O)N(CC(=O)Nc3ccccc3F)C2=O)ccc1O[C@@H](C)C(=O)O
-5.9,CCOC(=O)CN1C(=O)S/C(=C/c2cc(OCC)c(O)cc2Br)/C1=O
-6.8,CCOC(=O)CN1C(=O)S/C(=C\c2ccc(c3cccc(C(=O)O)c3C)o2)/C1=O
-6.0,CCOC(=O)CN1C(=O)S/C(=C\c2cc(C)n(c3cccc(OC)c3)c2C)/C1=O
-6.6,COc1ccc(Br)c2c1-c1nc(NC(=O)c3ccccc3)sc1C2
-6.6,COc1ccc2-c3c(CCc2c1)sc(NC(=O)c1ccccc1F)n3
-5.5,Cc1cc(N2CCOCC2)ccc1/C=C1/SC(=O)N(C)C1=O
-6.5,CCc1ccc(/C=C2/SC(=O)N([C@@H](C)C(=O)OC)C2=O)cc1
-6.2,COC(=O)[C@@H](C)N1C(=O)S/C(=C/c2cccn2-c2cccc(C)c2)C1=O
-6.0,CCN1C(=O)S/C(=C\c2cn(C(C)C)c3ccccc23)/C1=O
-6.8,Cc1ccc2c(c3nnnn3c3ccc(Cl)cc3)c[nH]c2c1C
-5.6,CCn1cc(/C=C2/SC(=O)N([C@@H](C)C(=O)OC)C2=O)c2ccccc21
-5.9,CCOc1cc(/C=C2/SC(=O)N([C@@H](C)C(=O)OC)C2=O)ccc1O
-6.0,COc1ccccc1N(CC(=O)NCc1ccccc1Cl)S(C)(=O)=O
-6.9,CCOc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)Nc3cccc4ccccc34)cc2)cc1
-5.1,CCNC(=O)c1ccc([C@@H]2SCC(=O)N2CCc2ccccc2)cc1
-5.1,CCNC(=O)c1ccc([C@H]2SCC(=O)N2CCc2ccccc2)cc1
-5.8,CS(=O)(=O)N(CC(=O)Nc1ccccc1c1ccccc1)c1ccc(F)cc1
-6.5,Cc1ccc(S(=O)(=O)N(CC(=O)NCc2ccccc2Cl)c2ccc(C)cc2C)cc1
-5.5,CN(CC(=O)Nc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccc(F)cc1
-5.7,COc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(Cl)cc2C)cc1OC
-6.6,O=C(COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)NCc1ccccc1
-6.4,Cc1ccc(CNC(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)cc1
-5.7,COC(=O)COc1ccc(S(=O)(=O)Nc2cccc(OC)c2)cc1
-6.1,CN(CC(=O)Nc1ccc(Cl)cc1Cl)S(=O)(=O)c1cc(Cl)ccc1Cl
-6.2,Cc1ccc(S(=O)(=O)NCC(=O)N(C)Cc2ccccc2)cc1
-6.5,O=C(CN1C(=O)S/C(=C/c2c[nH]c3ccccc23)C1=O)N1CCCC1
-7.0,O=C(CNS(=O)(=O)c1cc(Cl)ccc1Cl)Nc1ccc(OCc2ccccc2)cc1
-6.3,CN(c1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1)S(C)(=O)=O
-6.6,COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N[C@@H](C)c2ccccc2)cc1Br
-6.5,COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N[C@H](C)c2ccccc2)cc1Br
-7.4,Cc1ccccc1CN(c1ccc(C(=O)Nc2ccc3c(c2)OCCO3)cc1)S(=O)(=O)C
-4.7,O=[N+]([O-])c1c(Cl)nc2sccn21
-6.0,COc1cccc(NC(=O)CCc2ccc(S(=O)(=O)NCC(C)C)cc2)c1
-6.1,COc1ccc(Cl)cc1N(CC(=O)Nc1ccc(C(=O)N)cc1)S(=O)(=O)C
-6.5,COc1ccc(Cl)cc1NC(=O)C1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1
-6.6,NC(=O)c1ccc(NC(=O)CSCc2ccccc2Br)cc1
-6.3,COc1ccc(NC(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)cc1Cl
-6.4,COc1ccc(Cl)cc1NC(=O)COc1ccc(S(=O)(=O)NC2CCCC2)cc1
-6.2,CCOC(=O)c1c2c(sc1NC(=O)CSc1nccc(C)n1)CCCC2
-6.2,COC(=O)c1ccccc1NC(=O)COc1ccc(S(=O)(=O)NCc2ccccc2)cc1
-5.7,O=C(COc1ccc(S(=O)(=O)NCc2ccccc2)cc1)NCc1ccccc1Cl
-6.4,CC[C@H](C)NS(=O)(=O)c1ccc(OCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1
-6.6,C[C@H](NC(=O)CCc1ccc(S(=O)(=O)NC2CCCCC2)cc1)c1ccccc1
-6.3,Cc1nnc(SCC(=O)N2CCc3ccccc3C2)n1c1ccc(C)c(C)c1
-6.9,Cc1cc(C)nc(Nc2nc(c3ccc(Br)cc3)cs2)n1
-5.4,CCOC(=O)c1nn(-c2cc(Cl)cc(Cl)c2)/c(=N/C#N)s1
-7.7,O=C(Cn1nc(c2ccccc2)c2oc3ccccc3c12)N1CCN(c2ccc(F)cc2)CC1
-5.1,Cn1nnnc1Sc1ccc([N+](=O)[O-])cn1
-6.6,Cc1cc(=O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12
-5.0,CCOC(=O)[C@@]1(Cc2ccccc2)c2ccccc2NC1=O
-6.3,CCC(=O)N1N=C2c3cc(OC)ccc3CC[C@@H]2[C@@H]1c1ccccc1F
-7.0,COc1ccc2c(c1)CC[C@H]1C2=NN(C(=O)C)[C@H]1c1cccc(I)c1
-4.5,Cc1sc(CO)c(c2c(Br)c(C)sc2CO)c1Br
-5.3,COC(=O)c1scc(Br)c1c1c(Br)csc1C(=O)OC
-6.6,CCOc1cc([C@H](OC(=O)c2ccc([N+](=O)[O-])cc2)[C@H]2OC(=O)c3ccccc23)ccc1OC
-6.0,CCOc1cc([C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)[C@H]2OC(=O)c3ccccc23)ccc1OC
-5.6,CCN1C(=O)C(=CC2C(=O)N(CC)C(=S)N(CC)C2=O)C(=O)N(CC)C1=S
-6.8,COc1cccc([C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)[C@H]2OC(=O)c3ccccc23)c1OC
-5.9,CCOC(=O)c1cc(c2ccccc2)n(NC(=O)COc2ccc(Cl)cc2)c1C
-6.4,CCOC(=O)c1cc(c2ccc([N+](=O)[O-])cc2)n(NC(=O)COc2ccccc2C)c1C
-6.1,O=C(Cc1ccccc1)NCC1(c2ccccc2)CCCC1
-6.2,CCOC(=O)COn1c2ccccc2n(OCc2ccccc2)c(=O)c1=O
-6.4,COc1ccc(-n2c3nnc(C)n3c3sc4c(c3c2=O)CCCC4)cc1
-5.7,CCNc1nc(NC(C)C)nc(S[C@H](C(C)=O)C(=O)Nc2ccccc2)n1
-6.0,COC(=O)[C@H](C)OC(=O)c1ccc(Oc2nc(NC(C)C)nc(NC(C)C)n2)cc1
-6.7,COc1ccc(C(=O)NCC2(c3ccccc3)CCOCC2)c(OC)c1
-6.3,O=C(Cc1ccc(Br)cc1)N1CCN(c2ccc(F)cc2)CC1
-6.3,CCOc1ccc2nc(S[C@H]3CC(=O)N(c4ccccc4C)C3=O)sc2c1
-6.0,Clc1cc(Cl)cc(Nc2cccc3nonc23)c1
-5.8,CCOc1ccc(C(=O)N(C(=O)c2ccc(OCC)cc2)c2ncccc2C)cc1
-5.1,CN1C(=O)/C(=C/c2cccc(O)c2)SC1=S
-5.9,O=C(N[C@@H](Nc1ccc(Br)cc1)C(Cl)(Cl)Cl)c1ccco1
-6.2,COc1ccc(/C=C/2\N=C(c3ccccc3)N(Cc3ccccc3)C2=O)cc1
-5.7,O=C1/C(=C\c2ccccc2)/SC(=S)N1CNc1ccccc1
-5.9,CN(C)c1ccc(C(NS(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F)cc1
-5.5,CSc1nc(Cl)c(Cc2ccc(OCC(C)C)cc2)c(N2CCOCC2)n1
-6.6,COC(=O)CSc1nnc2n1c1sc3c(c1c(=O)n2c1ccccc1)CC[C@H](C)C3
-5.7,COC(=O)c1ccc(N2C(=O)C[C@H](N3CCN(C(=O)c4ccco4)CC3)C2=O)cc1
-6.2,O=C(O)CCC(=O)Nc1cccc(NC(=O)c2ccc(Br)cc2)c1
-5.8,CCOC(=O)CSc1nc2sc3c(c2c(=O)n1c1ccc(OC)cc1)C[C@@H](C(C)C)OC3
-7.0,COc1ccccc1n1c2nnc(SCCc3ccccc3)n2c2sc3c(c2c1=O)CCC3
-7.5,COc1ccccc1c1nc2ccccc2c(=O)n1NC(=O)CCc1ccccc1
-5.8,CCCN(CCC)S(=O)(=O)c1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1
-5.4,CCOC(=O)N1CCN(C(=S)Nc2cc(OC)cc(OC)c2)CC1
-6.5,COc1ccc(NC(=S)N2CCN(c3cccc(Cl)c3)CC2)c(OC)c1
-5.8,CCOC(=O)N1CCN(C(=S)Nc2ccc(S(N)(=O)=O)cc2)CC1
-6.0,COc1cc(OC)nc(NC(=O)CSc2nc3ccccc3s2)n1
-6.6,O=C(CSc1ccc(Cl)cc1)Nc1ncc2c(n1)C[C@@H](c1cccs1)CC2=O
-5.5,CCC[C@H](C)C(=O)Nc1ccc(S(=O)(=O)N(CCC)CCC)cc1
-6.4,CC1CCN(S(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)CC1
-6.2,CC1CCN(S(=O)(=O)c2ccc(NC(=O)Cc3ccc(Br)cc3)cc2)CC1
-5.4,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
-6.3,CC1CCN(S(=O)(=O)c2ccc(NC(=O)c3cc(Cl)ccc3Cl)cc2)CC1
-6.9,CC1CCN(c2ccc3nnc(c4ccc(Br)cc4)n3n2)CC1
-6.4,CCCC12CN(S(=O)(=O)c3ccccc3)CC(C)(CN(S(=O)(=O)c3ccccc3)C1)C2=O
-6.6,CCc1ccccc1N1C(=O)c2ccc(Oc3ccccc3OC)cc2C1=O
-6.0,CC1(C)Cc2nc3sc4c(ncnc4N(CCO)CCO)c3cc2CO1
-6.7,Cc1ccsc1/C=C\1/SC(=O)N(CC(=O)Nc2cccc3ccccc23)C1=O
-6.1,CCOc1cc(Br)cc(/C=C\2/SC(=S)N(Cc3ccccc3)C2=O)c1O
-6.4,COc1cccc(C(=O)COC(=O)CN2C(=O)c3c(c(Cl)c(Cl)c(Cl)c3Cl)C2=O)c1
-7.2,Cc1ccc(NC2=N[C@H](C(=O)Nc3ccc(C)c(C)c3)CC(=O)N2)cc1
-5.7,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)CS(=O)(=O)Cc2ccccc2)cc1
-5.8,COc1cc(NC(=O)CS(=O)(=O)Cc2ccccc2)c(OC)cc1Cl
-6.5,O=C(CS(=O)(=O)Cc1ccccc1)Nc1nc(-c2ccccc2)cs1
-6.7,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC2CCCCC2)c1
-6.7,Cc1cccc(Sc2ccncc2S(=O)(=O)NC(=O)c2ccc(Cl)cc2)c1
-5.7,CC(=O)NS(=O)(=O)c1cnccc1Sc1ccc(Cl)c(Cl)c1
-6.0,Cc1ccc(Sc2ccncc2S(=O)(=O)NC(=O)NC(C)(C)C)cc1
-7.1,Cc1c(C(=O)c2nn3c(nc(=O)c4ccccc34)s2)c(=O)n(c2ccccc2)n1C
-6.9,CC(=O)c1nn(c2cccc(Br)c2)cc1C(=O)c1ccc(Br)cc1
-6.9,CC(=O)c1nn(c2ccccc2)cc1C(=O)c1cccc(Br)c1
-6.3,COc1ccc([C@@H]2C[C@H](OC(C)=O)ON2c2ccccc2)cc1
-5.1,COc1ccc(C=C2Sc3ccccc3S2)cc1
-6.5,CCOc1ccc([C@@H]2c3c(c4ccccc4oc3=O)OC(N)=C2[N+](=O)[O-])cc1
-6.2,COc1cc([C@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)ccc1O
-5.7,Cc1ccc(NC(=O)C[C@@H]2C=CS(=O)(=O)C2)cc1
-5.1,CCOC(=O)C1=C(N)OC(=C(C(=O)OC)[C@@]21c1ccccc1N(CC(=O)OC)C2=O)C
-5.5,CCOC(=O)C1=C(N)OC(=C(C(=O)OC)[C@@]21c1ccccc1NC2=O)CC(=O)OC
-5.7,CCOC(=O)C1=C(N)OC(=C(C(=O)OC)[C@]21c1ccccc1NC2=O)CC(=O)OC
-7.3,O=C(C[C@]1(O)C(=O)N(Cc2ccc(Cl)cc2)c2ccccc12)c1cccc([N+](=O)[O-])c1
-7.1,CC(C)(C)[C@@H]1CCc2c(sc3c2C(=O)N[C@H](c2cccc([N+](=O)[O-])c2)N3)C1
-6.5,COc1ccc(n2nc3ccc(NC(=O)c4ccc(OC)c([N+](=O)[O-])c4)cc3n2)cc1
-6.9,Cc1ccc(n2nc3ccc(NC(=O)c4ccc(Br)o4)cc3n2)cc1C
-8.0,O=C(C[C@]1(O)c2ccccc2N(Cc2ccccc2)C1=O)c1ccc2c3c(cccc13)CC2
-7.4,Cc1cc(C)c(C(=O)C[C@@]2(O)c3ccccc3N(Cc3ccccc3)C2=O)c(C)c1
-7.1,Cc1ccc(C(=O)C[C@]2(O)c3cc(Br)ccc3N(C)C2=O)c(C)c1
-6.9,Cc1ccc2c(-c3ncc(C(=O)c4cc(Cl)ccc4O)cc3CO2)c1
-6.9,Cc1ccc(S(=O)(=O)CCc2nnc(NC(=O)c3ccccc3Cl)s2)cc1
-6.3,CC(=O)c1cccc(N2C(=O)c3ccc(C(=O)OCC(=O)c4cccc([N+](=O)[O-])c4)cc3C2=O)c1
-6.3,Cc1ccccc1N1C(=O)c2ccc(C(=O)OCC(=O)c3cccc([N+](=O)[O-])c3)cc2C1=O
-6.8,O=C(Nc1cccc(OC(=O)c2cccs2)c1)c1cccc(S(=O)(=O)N2CCOCC2)c1
-6.3,Cc1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)c4ccc([N+](=O)[O-])cc4)cc3C2=O)cc1Cl
-6.2,CC(=O)c1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)c4ccc([N+](=O)[O-])cc4)cc3C2=O)cc1
-6.3,O=C(COC(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1)c1ccccc1
-5.5,COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Br
-6.7,O=C(Nc1ccc(F)cc1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1
-7.3,CC(=O)c1cccc(N2C(=O)[C@H]3[C@H](C2=O)C2c4ccccc4C3c3ccccc23)c1
-6.4,O=C(OC1CCCCC1)c1ccc(N2C(=O)c3ccc(Br)cc3C2=O)cc1
-6.8,Cc1cccc(N2C(=O)c3ccc(C(=O)OC4CCCCC4)cc3C2=O)c1
-6.6,COc1ccc(C(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2cc(Cl)ccc2Cl)C3=O)cc1
-6.1,COc1ccc(C(=O)COC(=O)[C@@H](Cc2ccc(O)cc2)N2C(=O)c3ccccc3C2=O)cc1
-6.5,Cc1ccc(Oc2ccc(NC(=O)[C@@H]3CCCC[C@@H]3C(=O)O)cc2)cc1
-6.6,O=C(COC(=O)c1cccc(NC(=O)c2ccco2)c1)c1ccc(Br)cc1
-6.6,Cc1cccc(Oc2ccc(NC(=O)[C@H]3CCCC[C@@H]3C(=O)O)cc2)c1
-7.1,O=C(O)c1ccc(C(=O)c2ccc3c(c2)C(=O)N(C[C@H]2CCCO2)C3=O)cc1
-6.8,O=C(COC(=O)c1cc(Cl)ccc1O)c1ccc(c2ccccc2)cc1
-6.2,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1)c1ccco1
-6.7,Cc1ccccc1NC(=O)c1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl
-6.7,COc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCS(=O)(=O)CC3)ccc2Cl)cc1
-6.6,CNC(=O)c1cc(S(=O)(=O)NCc2ccco2)ccc1C
-6.1,Cc1ccccc1Oc1ccc(NC(=O)[C@H]2CC=CC[C@@H]2C(=O)O)cc1
-7.7,O=C1[C@H]2[C@H](C(=O)N1c1cc(Cl)ccc1O)C1c3ccccc3C2c2ccccc12
