docking_score,smile
-9.9,Cc1ccc(c2noc(C3CC3)n2)cc1S(=O)(=O)Nc1cccc(Br)c1
-11.6,Cc1nn(-c2ccc3nnc(C)n3n2)c2c1[C@H](c1ccc(C)c(C)c1)CC(=O)N2
-9.2,Cn1c(SCCC(=O)Nc2ccccc2)nc2c1n(C)c(=O)n(C)c2=O
-10.8,O=C(c1ccc(c2nc(c3ccc(F)cc3)no2)cc1)N1CCN(C2CCCCC2)CC1
-10.0,CCCn1c(=O)c2cc3c(cc2nc1SCc1nc(c2ccc(F)cc2)no1)OCO3
-9.6,COc1ccc2c(c1)c1nc(SCC(=O)Nc3cc(C)ccc3OC)n(C)c(=O)c1n2C
-9.6,Cc1nc(c2cc(S(=O)(=O)NCc3ccc(C(F)(F)F)cc3)c(C)s2)cs1
-10.1,CCc1ccc(Oc2cc(N3CCC(C(=O)NCc4cc(OC)ccc4OC)CC3)ncn2)cc1
-10.2,Cc1ccc(Cl)cc1NC(=O)CN1CCc2ccccc2[C@H]1C(=O)N1CCCCC1
-8.7,CC[C@@H](C)NC(=O)c1cc(-c2ccc(C)cc2)n([C@@H]2CCS(=O)(=O)C2)n1
-10.4,CCN(CCc1ccncc1)C(=O)c1cc(c2ccc(C)cc2)n([C@@H]2CCS(=O)(=O)C2)n1
-7.3,COCCn1c(C)cc(/C=C2\C(=O)N(C)C(=S)N=C2O)c1C
-8.6,COc1cc(/C=C\2/SC(=N)NC2=O)cc(Cl)c1OCCOCCOc1ccccc1C
-9.8,O=C(CN1CCN(S(=O)(=O)/C=C\c2ccccc2)CC1)Nc1ccc(N2CCOCC2)cc1
-6.5,O=C(O)C1(c2ccccc2Br)CC1
-11.1,Cc1ccc(NS(=O)(=O)c2ccc(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)cc2)cc1
-9.7,COc1ccc(c2noc(c3ccccc3NC(=O)c3cccnc3)n2)cc1OC
-10.9,O=C(c1cccc(S(=O)(=O)N2CCCC2)c1)N1CCN(S(=O)(=O)/C=C\c2ccccc2)CC1
-8.5,CCCCN1C(=O)[C@@H]2[C@H](C1=O)[C@@H](C(C)C)N[C@]12c2cc(C)ccc2NC1=O
-10.1,O=C(O)c1cc(NC(=O)CCN2C(=O)S/C(=C\C=C\c3ccccc3)/C2=O)ccc1O
-9.8,O=C(NN1C(=O)/C(=C/C=C/c2ccccc2)/SC1=S)C12CC3CC(CC(C3)C1)C2
-8.8,CCOC(=O)N1CCN(C(=O)CN2C(=O)/C(=C/c3ccc(OC)cc3)/SC2=S)CC1
-10.1,CCOC(=O)N1CCN(C(=O)COc2ccc(S(=O)(=O)N3CCCc4ccccc34)cc2)CC1
-8.1,CCOC(=O)C1=C(C)N=C(SCC(=O)O)N[C@@H]1c1cc(OC)c(OC)c(OC)c1
-9.4,CCOc1ccccc1NC(=O)CSc1nnc([C@H](C)NC(=O)c2ccccc2F)n1CC
-9.5,Cc1cc(/C=C\2/SC(=O)NC2=O)c(C)n1c1sc2c(c1C(=O)O)CCCC2
-11.0,O=C1NN(c2ccccc2)C(=O)/C/1=C\c1ccc(OCc2cccc([N+](=O)[O-])c2)c([N+](=O)[O-])c1
-10.5,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)Nc3cccc(C)c3C)cc2)cc1
-7.3,CSc1nnc(C)n1NC(=O)Cc1ccccc1
-8.7,O=C(O)[C@H](NC(=O)OCc1ccccc1)C(c1ccccc1)c1ccccc1
-8.2,COc1ccc([C@H]2SC(=S)N(C)[C@H](c3ccc(OC)cc3)N2C)cc1
-8.4,COc1ccc(C(=O)CC2C(=O)CC(C)(C)CC2=O)cc1
-9.4,COc1cc(/C=C\2/S[C@@H](N3CCC(Cc4ccccc4)CC3)NC2=O)cc(OC)c1OC
-8.1,COc1ccc(C(=O)c2ccccc2F)cc1OC
-6.1,CC(C)(C)OC(=O)N[C@@H]1CN(N)C1=O
-7.1,C[C@@H](O)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
-7.2,Brc1ccc(COCc2ccccc2)cc1
-6.3,O=C(O)c1cc(F)c(Br)c(F)c1
-9.6,Cc1cccc([C@@H]2c3cc(O[C@H](C)C(=O)NC4CC4)ccc3CCN2C(=O)c2ccco2)c1
-9.0,Cc1cc(S(=O)(=O)NC(C)C)ccc1OCC(=O)Nc1ccc(Br)cc1F
-8.3,COC(=O)[C@@H](C)N1C(=O)/C(=C/c2cc(OC)c(O)c([N+](=O)[O-])c2)/SC1=S
-9.8,COc1cccc([C@H]2NC(=O)N(C)C3=C2C(=O)N(CC(=O)Nc2ccccc2F)C3)c1OC
-10.1,O=S(=O)(c1ccc(S(=O)(=O)N2CCN(C/C=C/c3ccccc3)CC2)cc1)N1CCCC1
-9.3,COc1ccc(NC(=O)CSc2nnc([C@@H](CO)NC(=O)c3ccc(OC)cc3)n2C)cc1
-7.9,Cc1cccc2oc(C3CCNCC3)nc21
-9.1,O=C1/C(=C\c2cccc3ccccc23)/N=C(S)N1c1ccccc1
-7.0,NCCCN(Cc1ccccc1)C1CCCCC1
-8.9,CN(C)c1ccc(/C=C\2/SC(=NC2=O)Nc2ccccc2C(=O)O)cc1
-9.4,O=c1c(c2ccc(O)cc2)coc2c1ccc(O)c2O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
-9.4,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1cccc(OC)c1)CCCC3
-9.5,COc1cccc(n2c(SCC(=O)N[C@@H]3CCCC[C@H]3C)nnc2c2ccncc2)c1
-9.9,COc1cc2c(cc1OC)[C@@H](c1cc3cccc(C)c3[nH]c1=O)N(C(=O)c1ccncc1)CC2
-7.3,CC(C)(C)NC(=O)[C@@H](c1ccsc1)N(C(=O)[C@H]1CSC(=O)C1)C1CC1
-10.1,Cc1ccc(NC(=O)N2CCC[C@@H]2C(=O)Nc2ccccc2F)cc1
-6.9,COCCNC(=O)[C@@H](OC(=O)c1cccs1)c1cccnc1
-9.3,COc1ccc2c(c1)[C@H](C)N1C(=O)c3ccccc3[C@H]1O2
-10.2,COc1ccc(C2=NC3(CCN(C)CC3)N=C2SCC(=O)Nc2ccc(C(C)C)cc2)cc1
-9.5,O=S(=O)(c1ccc2ccccc2c1)N1CCN(C2CCCCC2)CC1
-10.4,CN(C)c1ccc(CNC(=O)CN2c3ccc(S(=O)(=O)N4CCCC4)cc3C(C)(C)C2=O)cc1
-9.8,O=C(NC1CCCC1)N1CCN(c2nc3cc(Br)ccc3n3cccc23)CC1
-10.3,Cc1ccnc(N2CCC(C(=O)NCC3CCN(Cc4ccccc4Cl)CC3)CC2)n1
-9.3,O=C(NC1CCCCC1)[C@@H]1CCCN1C(=O)[C@@H]1Cc2ccccc2CN1
-11.1,CCC(=O)Nc1cccc(c2noc(C3CCN(C(=O)[C@H](C)Oc4ccccc4)CC3)n2)c1
-9.2,Cc1ccc([C@H]2CCCCCN2C(=O)NCc2ccccc2)cc1
-7.7,O=C(Nc1ccc(S)cc1)Nc1cccc(F)c1
-10.3,O=C(Nc1cccs1)N1CCC[C@@H](c2nnc(Cc3ccc(F)cc3)o2)C1
-9.0,Cc1cccc(NC(=O)NC[C@@H](c2ccc3c(c2)CCN3C)N(C)C)c1
-9.9,CN1CCc2cc([C@H](CNC(=O)NCc3ccc(F)cc3)N3CCCC3)ccc21
-10.2,COc1ccc(n2nnnc2C2(Nc3ccc4c(c3)OCCO4)CCCCC2)cc1OC
-8.0,OCc1ccc(-c2ccccc2OC(F)(F)F)nc1
-9.2,COC(=O)[C@H]1O[C@@H](Oc2cccc3ccccc23)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C
-11.4,O=C(CSc1nc2n(n1)c1ccccc1c(=O)n2c1ccccc1)Nc1cccc(C(F)(F)F)c1
-9.4,Cc1noc2nc(C3CC3)cc(C(=O)NCc3cccc(F)c3)c12
-7.4,CC(C)c1nc(-c2cccc(N)c2)no1
-6.5,Nc1cnn(-c2ccc(Br)cc2)c1
-6.3,Clc1ccnc2c(I)cccc12
-8.5,Clc1ccnc2ccc(OCc3ccccc3)cc12
-8.9,CCS(=O)(=O)Oc1ccc(CN(Cc2ccco2)C(=O)c2ccccc2OC)cc1
-7.2,CNC(=O)c1cc(S(=O)(=O)N2CCN(C)CC2)cs1
-8.5,C[C@H]1C[C@H]1C(=O)Nc1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1
-9.2,COc1ccc(COC(=O)C2=C(C)NC(=O)N[C@@H]2c2cc(OC)c(O)c([N+](=O)[O-])c2)cc1
-8.4,CCCCCN(CC(=O)N(CCc1ccccc1)Cc1ccc(C)o1)[C@@H](C)C(=O)OC
-10.2,COc1ccccc1CCNC(=O)[C@@H]1Cc2cc(C(F)(F)F)ccc2N2CCCC[C@H]12
-9.0,O=C(O)[C@H]1[C@@H]2CC[C@@H](O2)[C@H]1C(=O)Nc1sc2c(c1C(=O)NC1CCCC1)CCC2
-8.2,CCOC(=O)C[C@@H]1C(=O)NCCN1Cc1c[nH]c2ccccc12
-7.7,COC(=O)CN[C@@H](c1ccccc1)c1cc(Br)ccc1N
-9.7,CC[C@H](C)c1nc2c(cnn2c2ccccc2)c(NCCNC(=O)c2cccc(F)c2)n1
-9.5,CCSc1nnc(c2ccc(C)c(S(=O)(=O)N3CCN(C)CC3)c2)c2ccccc12
-8.1,CCN(Cc1cnc(S(=O)(=O)Cc2ccccc2C)n1CC(C)C)C(=O)CC(C)(C)C
-8.2,CC1CCC(N2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)CC1
-8.5,CCCNC(=O)N(CC(=O)N1CCc2sccc2[C@@H]1COc1ccc(C)cc1)C1CC1
-7.6,Cc1nn([C@@H]2CCS(=O)(=O)C2)c(C)c1CN1CCNCC1
-8.6,COc1ccc(N2C(=O)[C@H](N)[C@H]2c2cccc(Cl)c2)cc1
-8.5,CCOC(=O)C1=C(CN2CCC[C@@H](C(=O)OCC)C2)NC(=O)N[C@H]1c1ccc(C)cc1
-8.8,CC(=O)Nc1nnc(S(=O)(=O)N2c3ccccc3C[C@H]2C)s1
-9.3,COCCNC(=O)[C@H](NC(=O)c1ccc(OC)cc1)C1CCN(C(=O)CCc2ccccc2)CC1
-9.9,COc1cccc(C(=O)N[C@H](C(=O)N2CCOCC2)C2CCN(C(=O)c3ccccc3)CC2)c1
-9.9,COc1cccc(C(=O)N[C@@H](C(=O)N2CCOCC2)C2CCN(C(=O)C3CCCC3)CC2)c1
-8.8,CCOc1ccc(CN(C)c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2[N+](=O)[O-])cc1OC
-10.3,CCn1c(CNC(=O)c2nn(C)c3-c4c(Cc23)cc(OC)c(OC)c4)nc2ccccc12
-9.2,COc1ccc(c2nnsc2C(=O)NC2CCCCCC2)cc1
-8.3,CCOc1cc2c(cc1[C@H]1CC(=Nc3c1c(C)nn3c1ccc(Cl)nn1)O)O[C@@H](C)C2
-9.3,COC(=O)c1ccccc1NC(=O)Cc1noc(C(=O)NC2CCCC2)n1
-9.1,COc1ccc(n2cnc3c2N=C(O)C[C@H]3c2cccc(OC(C)C)c2)cc1
-9.1,COc1ccc(Cl)cc1n1cnc2cc(C(=O)NCCCOC(C)C)ccc2c1=O
-8.7,CC(C)C(=O)Nc1ccc2c(c1)[nH]cc2[C@@H](C(=O)O)N1CCSCC1
-8.4,CN(C)S(=O)(=O)c1ccc(N2C[C@H](C(=O)Nc3nccs3)CC2=O)cc1
-8.7,O=C(CN1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1)NCC(F)(F)F
-9.2,Cc1cccc(NS(=O)(=O)c2cc(C(=O)O)ccc2Cl)c1
-9.5,CC[C@@H](NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1)c1ccc(OC)cc1
-10.5,C[C@@H]1CCCCN1Cc1ccccc1CNC(=O)c1cnc2ccccn2c1=O
-9.9,C[C@@H](Oc1ccccc1)C(=O)N1CCC(NC(=O)CCc2ccccc2)CC1
-9.1,Cc1ccc(C(=O)Nc2ccc(CCC(=O)N(C)C)cc2)cc1
-9.3,COc1cccc(NC(=O)CC[C@H]2N=C(O)N([C@H](C)c3ccccc3)C2=O)c1
-8.3,CC[C@H](C)[C@H](NC(=O)N1CCc2[nH]cnc2[C@@H]1c1cccc(OC)c1OC)C(=O)OC
-10.0,COc1ccc(c2csc3c2c(=O)nc2-c4c(Cn32)cccc4)cc1
-8.6,O=C(O)[C@H]1CS[C@H](c2c[nH]nc2-c2ccc(Cl)cc2)N1
-8.8,CCn1ncc(-c2cc(C(F)(F)F)nc(NC[C@H]3CCCO3)n2)c1C
-9.2,Cc1nn(C)c2nc(-c3ccco3)cc(C(=O)N[C@H](C)c3ccn(C)n3)c12
-9.8,COc1ccc(c2noc3nc(C4CC4)cc(C(=O)N[C@H](C)CN4CCCCC4)c23)cc1
-9.8,Cc1cc(NC(=O)c2cc(c3cnn(C)c3)nc3onc(C)c23)n(CC(F)F)n1
-11.6,Cc1cc(C)n(Cc2cccc(NC(=O)c3cc(c4cccc([N+](=O)[O-])c4)nc4ncnn34)c2)n1
-9.6,COC(=O)c1ccc(NC(=O)N2CCC[C@@H]2c2cccc(C)c2)cc1
-9.8,CCc1ccc(NC(=O)N2CCC[C@H]2c2ccc(OC)cc2)cc1
-9.5,CCc1ccc(NC(=O)CCn2c3nn(C)cc3c(C(F)(F)F)cc2=O)cc1
-8.3,Cc1ccc(O[C@H](C)C(=O)NCCOc2ccc(Cl)cc2)cc1
-8.2,C[C@H]1Cc2cccc3cc(C=O)c(=O)n1c23
-9.6,O=C(CSc1nnnn1c1ccccc1Cl)N1CCn2c(=O)cccc2C1
-8.4,Cc1cc(C)c(S(=O)(=O)Oc2ccccc2Cl)cc1C
-9.3,O=C(/C=C/c1ccccc1OC(F)F)NCc1ccccc1CN1CCCC1
-9.1,COc1ccc(C)cc1S(=O)(=O)NCCCN1CCO[C@@H](c2ccccc2)C1
-8.9,COc1ccc(S(=O)(=O)NCCCCN2CCO[C@@H](c3ccccc3)C2)cc1Cl
-8.7,O=C(CSc1cc(N2CCCC2)ncn1)Nc1ccc(F)cc1F
-9.1,NCc1ccc(OCC(=O)Nc2cccc(C(F)(F)F)c2)cc1
-9.7,Cc1nc(NC(=O)CCC(=O)NCc2cc(Cl)c3c(c2)OCCCO3)sc1C
-9.5,O=C(Nc1nnc(-c2ccccc2F)s1)[C@@H](c1ccccc1)N1CCOCC1
-6.4,CC[C@@H](N)C(=O)N(CC)Cc1ccccc1
-7.5,N[C@H](CO)c1ccc(-c2ccccc2)cc1
-8.7,CN(CC12CC3CC(CC(C3)C1)C2)C(=O)CCc1ccccc1O
-8.2,COc1ccccc1[C@H]1[C@H]2CCCC[C@]2(O)CCN1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1
-6.1,N[C@@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1
-7.5,Cc1cccc([C@@H](O)C2CCCCC2)c1
-8.8,COc1cccc(NC(=S)N(Cc2ccc(C)cc2)Cc2ccccn2)c1
-7.6,NCc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
-10.1,Cc1ccc(N2C(=O)/C(=C/NN3CCCC[C@@H]3c3cccnc3)/C(=NC2=S)O)cc1
-10.5,Cc1ccc(NC(=O)COc2ccc([C@H]3CC(=O)N=C4NC=NN34)cc2Cl)cc1
-7.5,Fc1cccc2c1COC21CCNCC1
-7.0,CCOC(=O)[C@H](NC(C)=O)c1ccc(O)cc1
-11.4,Cc1ccc(c2noc(c3ccc4c(c3)[nH]c(=O)n(Cc3cccc(Cl)c3)c4=O)n2)cc1
-9.0,O=C(NCC1(c2ccc(F)cc2)CC1)Nc1c(F)cccc1F
-6.7,COc1c(F)cc(C[C@H](N)C(=O)O)cc1F
-9.3,CCOc1ccc(NS(=O)(=O)c2ccc(OCC(=O)N3CCCCCC3)c(Cl)c2)cc1
-8.9,O=C(NCCCN1CCO[C@@H](c2ccccc2)C1)NC1CCCCC1
-9.0,COc1ccc(NC(=O)CN2CCC(C(=O)NCCc3ccncc3)CC2)cc1OC
-6.8,COCCN1CCC(CNC(=O)C2CCCC2)CC1
-7.4,CC(C)(Oc1ccc(Cl)cc1)C(=O)NCc1ccsc1
-11.0,Cc1ccc(c2csc3c2ncn(CC(=O)Nc2ccc(C)cc2C)c3=O)cc1
-10.2,CC(C)Oc1ccc(c2noc(CSc3nc(O)cc(c4ccccc4)n3)n2)cc1
-10.2,CN1CCOc2ccc(NC(=O)c3ncc(-c4ccccc4)o3)cc2C1=O
-10.0,O=C(Cn1ccc2ccccc21)N1CCN(C(=O)[C@@H]2C[C@@H]2c2cccs2)CC1
-10.5,Cc1ccc([C@H](C)NC(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc2Cl)cc1
-8.7,CC[C@H]1CN(CCCc2ccc(COc3ccccc3)cc2)CCO1
-10.5,CCOC(=O)C1CCN(c2nc3c(c(=O)[nH]2)[C@@H](C(=O)Nc2cc([N+](=O)[O-])ccc2C)CC(=O)N3)CC1
-8.8,Cc1nc2nc3ccn(CCO)c(=O)c3c(-c3ccc(Cl)cc3)n2n1
-8.9,Cc1ccc2c(c1)N(S(C)(=O)=O)C[C@H](C(=O)Nc1ccccc1)O2
-8.8,COC(=O)c1ccc(NC(=O)C2CCN(Cc3c(Cl)cccc3Cl)CC2)cc1
-8.9,CC(C)C(NC(=O)[C@H]1CCCN(Cc2ccc(F)cc2)C1)C(C)C
-9.0,Cc1c(C)n(Cc2ccccc2)c2nc[nH]c(=O)c12
-5.2,CCOC(=O)c1csc(N(C)C)n1
-8.2,COCO[C@@H]1[C@H]2CC[C@@](O)([C@@H](O)CCC(C)(C)[C@@H]1OCOCc1ccccc1)C2(C)C
-9.0,NC(=O)c1cccc2c1C(=O)c1ccccc1-2
-6.1,O=C(O)C(F)(F)OC(F)(F)C(=O)O
-9.6,COC(=O)CN1C(=S)N(C)C(=O)/C/1=C/c1cn(CCOc2ccc(OC)cc2)c2ccccc12
-7.9,O=C(O)c1ccc(c2cc(Cl)cc(Cl)c2)nc1
-9.5,CCc1ccc(NC(=O)C[C@H]2C(=O)N(CCOC)c3nc4ccccc4n32)cc1
-8.7,CCN(CC(=O)Nc1cc(C)cc(C)c1)S(=O)(=O)c1cc(Cl)ccc1Cl
-8.1,COC(=O)[C@@H](c1ccccc1Cl)N1CCN(C(=O)Cc2sc(S)nc2C)CC1
-11.5,O=C(C1CC1)N1CCC(C(=O)N2CCN(Cc3nc(c4cccc(C(F)(F)F)c4)no3)CC2)CC1
-8.0,CC(=O)N[C@H](CC(=O)NC[C@H](c1ccco1)N1CCCCC1)c1cccs1
-9.8,Cc1ccccc1N1C(=O)/C(=C/c2ccccc2OCc2ccccn2)/N=C1S
-9.4,Cn1cnc2c1c(=O)n(CCCSCc1ccccc1Oc1ccccc1)c(=O)n2C
-8.2,Cc1c(C(=O)OCc2cccs2)cnn1c1ccc(F)cc1
-9.4,CCN(CC)C[C@@H](NC(=O)c1ccc2c(=O)n(C)c(=O)n(C)c2n1)c1ccccc1
-9.8,O=C(c1ccccc1C(F)(F)F)N1CCN(C(=S)Nc2cccc(Cl)c2)CC1
-10.4,O=C(c1ccc(c2ccccc2F)s1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
-9.1,COc1ccc(OC)c([C@@H](O)CNC(=O)Nc2ccc(C)c(Cl)c2)c1
-7.4,Cc1cccc([N+](=O)[O-])c1S(=O)(=O)NC[C@@H](C(C)C)N(C)C
-10.3,CCN1CCN(Cc2ccccc2CNC(=O)[C@H]2CCCN(C(=O)N3CCCC3)C2)CC1
-7.4,CC(C)(C)c1csc(NC(=O)COCCOc2ccccc2)n1
-9.2,Cc1cc(C)n(C[C@H](C)CNC(=O)/C=C/c2ccc(OCc3csc(C)n3)cc2)n1
-9.6,COc1cccc(c2nn(c3ccccc3)cc2C(=O)NC[C@@H](C)Cn2nc(C)cc2C)c1
-9.8,Cc1nn(c2ccc(Br)cc2)c(C)c1C(=O)Nc1ccc2c(c1)OCCO2
-10.4,Cc1cccc2c1ncn(CC(=O)N[C@@H](c1ccccc1)C1CCCC1)c2=O
-10.3,COc1ccc(S(=O)(=O)N2CCc3ccccc23)cc1C(=O)N[C@@H](C)Cn1nc(C)cc1C
-7.1,COC[C@@H](C)NC(=O)/C=C/c1cccc(C)c1
-7.9,CCOC(=O)Cn1ccc(=O)c2ccc(C(F)(F)F)cc21
-6.9,COc1ccc(C)cc1[C@H](O)c1cccs1
-8.5,O=CN1CCN(C(=O)Cn2ccc3ccc(Cl)cc32)CC1
-9.2,Cc1nc(NC(=O)c2cc(=O)c(OCc3ccc(Cl)cc3)co2)sc1C
-9.8,COc1ccc(Cc2nnc(NC(=O)[C@H]3CC(=O)N(C)[C@@H]3c3ccccc3)s2)cc1
-8.2,CC(C)CCNC(=O)c1c2c(sc1-n1cnnn1)CCC2
-11.5,COc1cccc(c2ccc(=O)n(CC(=O)N3CCN(Cc4ccccc4)CC3)n2)c1
-8.3,Cc1sc2ncnc(SCCC(=O)Nc3ccccc3)c2c1C
-9.3,O=C1C[C@H](c2ccsc2)c2ncn(c3cccc(F)c3)c2N1
-9.4,Cc1oc2cc3oc(=O)c(CC(=O)NCCCOC(C)C)c(C)c3cc2c1C
-9.3,Cc1n[nH]c(-n2ccc3nc4ccn(CCO)c(=O)c4cc3c2=O)n1
-8.6,C[C@H]1C[C@H](C)CN(C[C@H](O)COCC(c2ccccc2)c2ccccc2)C1
-9.9,Nc1nc(c2ccccc2)c2c(n1)/C(=C/c1ccccc1)/CCC2
-6.2,CC(C)S(=O)(=O)NC1=NCN(CCCN(C)C)CN1
-8.4,COCCCn1ccc2c(nnc3c(-c4ccccc4)cnn32)c1=O
-11.4,C[C@@H]1CCCN(c2nc3c(c(=O)[nH]2)[C@@H](C(=O)Nc2ccc(Cl)c(Cl)c2)CC(=O)N3)C1
-8.7,CCCCn1ccc2nc3nc(C)nn3c(-c3cccc(OC)c3)c2c1=O
-7.2,C[C@H](N)C(=O)N(C)C[C@H]1COc2ccccc2O1
-7.9,O=C(O)[C@H]1NC(=O)C[C@@H]1c1cccc(F)c1
-7.4,Cc1nnc(NC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)s1
-7.5,CC(C)c1nnc(NC(=O)[C@H]2CCS(=O)(=O)C2)s1
-6.5,Cc1cc(C(=O)N[C@H](C)C2CC2)sc1C
-5.8,CC(C)CN1CCN(C(=O)N(C)C)CC1
-9.8,O=C(O)c1nnn(c2cc(C(F)(F)F)ccc2Cl)c1c1cccnc1
-8.2,Cn1ccc(C(=O)NCc2ccccc2)cc1=O
-6.5,COc1cc(Cl)cc(/C=C(\C)CO)c1O
-8.1,CSCC[C@H](NC(=O)N(C)CCc1ccccn1)C(=O)O
-8.5,CC[C@H](C)NC(=O)CN1c2cc(c3csc(CCOC)n3)ccc2O[C@@H](C)C1=O
-6.6,CC(C)[C@H](N)C(=O)N[C@H]1CCCN(C)C1
-7.7,Cc1ccc2cnn(CCC(=O)NC(C)C)c2c1
-8.2,Cc1ccccc1C[C@@H](Oc1ccc(Cl)cc1)C(=O)O
-10.0,COc1ccc(c2cc(NC(=O)COc3ccccc3Cl)n([C@H]3CCS(=O)(=O)C3)n2)cc1
-12.1,CSC1=NN2C(=NC(=O)/C(=C\c3cn(Cc4ccc5c(c4)OCO5)c4ccccc34)/C2=N)S1
-10.3,Cc1cc(C)cc(NC(=O)Nc2nnc(SCc3cc(=O)n4cc(Cl)ccc4n3)s2)c1
-6.6,CC[C@H](CO)NS(=O)(=O)c1ccc(C)cc1OC
-5.8,CCCCN(C)C[C@@]1(O)CCCN(C)C1
-9.2,NC(=O)Cc1nnc2sc(-c3ccc(CC(N)=O)c(Cl)c3)nn12
-7.8,COCc1nc2c(s1)CN(C(=O)c1ccc(OC)cc1)CC2
-7.4,OC1(c2ccc(F)c(F)c2)CCNCC1
-8.0,CCc1ccc([C@@H]2CN(C(=O)C3CC3)CCO2)cc1
-8.1,Nc1cc(C2CCCCC2)nn1c1ccc(Cl)cc1
-7.6,COC(=O)NCC(=O)N1CCc2ccccc2C1
-8.4,Cc1ccc(Oc2ccc(NC(=O)C(=O)NCCCn3cccn3)cc2)cc1
-9.7,Cc1cc(NC(=O)CSc2nnc(NC(=O)C3(c4cccs4)CCCC3)s2)no1
-7.1,COCCN(Cc1ccsc1)S(=O)(=O)c1ccc(OC)c(Cl)c1
-8.0,O=C(CSCc1ccccc1)N1CCN(S(=O)(=O)C2CC2)CC1
-7.4,CCCO[C@H]1CCCN(Cc2ccccc2C(=O)O)C1
-8.4,CC(C)Oc1ccc(NC(=O)C(=O)NCCCc2ccccc2)cc1
-7.9,CC[C@@H](C)c1ccc(OC[C@H]2CCNC2)c(Cl)c1
-7.5,Fc1cccc(F)c1CO[C@@H]1CCCNC1
-7.3,COc1ccc(C[C@@H](C)N2CCC[C@H](O)C2)cc1
-8.8,Cc1cccc(CCC(=O)c2ccc(Br)c(F)c2)c1
-7.0,c1ccc2sc(SC[C@@H]3CCCN3)nc2c1
-6.8,CCCn1nccc1NC(=O)N(CCOC)Cc1cccs1
-9.5,CN1C[C@H](c2ccc([N+](=O)[O-])cc2)[C@H](C(=O)c2ccccc2)[C@]21C(=O)Nc1ccc(F)cc21
-8.9,CS(=O)(=O)N1CCC(CNC(=O)C2(c3ccc(Cl)cc3)CCCC2)CC1
-9.0,COc1ccc(c2cnc(SCC(=O)Nc3nccs3)n2c2ccc(F)cc2)cc1
-10.2,O=C(NC(=O)N1C(=O)Cc2ccccc21)c1ccccc1
-9.6,C1CN(C23CC4CC(CC(C4)C2)C3)CN1C12CC3CC(CC(C3)C1)C2
-6.3,CCOC(=O)c1c(F)ccc(F)c1F
-8.3,O=C(/C=C/c1cccs1)N1CCC(C(=O)Nc2nccs2)CC1
-6.4,COCCCNC(=S)Nc1ccc(Cl)c(C(=O)OC)c1
-8.8,O=S(=O)(Cc1ccccc1Cl)N(Cc1ccsc1)Cc1ccccn1
-7.8,O=S(=O)(Cc1cccc(Cl)c1)NCC1(O)CCCC1
-9.3,C[C@@H](C(=O)NCc1cccnc1)n1nnc2ccccc2c1=O
-7.3,O=C(c1ccc(Br)cc1O)N1CCCCC1
-7.0,CC[C@@H](C(=O)O)N(C)c1cccc([N+](=O)[O-])c1
-10.2,Cc1ccc(c2cc(C(=O)Nc3ccccc3C(F)(F)F)n[nH]2)cc1
-10.0,CC[C@@H](C)n1c(=O)c2ccccc2n(CC(=O)N2CCc3ccccc32)c1=O
-9.3,CCOC(=O)c1ccc(NC(=O)CN2C(=O)COc3cc(C(C)(C)C)ccc23)cc1
-8.3,CCc1ccccc1NC(=O)Nc1ccccc1Cl
-9.4,COc1ccc(CN(C)C(=O)CN(c2ccccc2OC)S(=O)(=O)c2ccc(C)cc2)cc1OC
-7.7,CCOc1ccccc1CNS(=O)(=O)c1ccc(OC)c(OC)c1
-10.8,Cc1c(NS(=O)(=O)c2ccccc2)cccc1C(=O)NCc1ccc(CN2CCCC2)cc1
-8.0,C[C@@H]1CCc2nc(NC(=O)CCN3CCSC3=O)sc2C1
-8.7,COc1cccc(O[C@H](C)C(=O)NCc2ccc(CN3CCCCC3)cc2)c1
-9.5,CC(=O)N(Cc1ccccc1)c1nc(C)c(C(=O)NCc2ccccn2)s1
-8.4,CCc1nnc(NC(=O)CSc2sc3c([nH]c(=O)cc3O)c2C(=O)N)s1
-10.1,COc1ccc([C@H](C)NC(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2Cl)cc1OC
-6.7,CC[C@H](Oc1ccccc1Cl)C(=O)N(CC)CC
