docking_score,smile
-5.6,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
-5.0,COC(=O)CCC(=O)Nc1ccc(I)cc1
-5.1,CN(C1CCN(C)CC1)S(=O)(=O)c1ccccc1[N+](=O)[O-]
-4.7,CC(=O)c1sc2scc(C)c2c1C
-5.9,Cc1nc2scc(-c3ccc(F)cc3)c2c(=O)n1N
-6.2,O=C1c2cccc3cccc(c23)N1CN1CCCCC1
-5.7,Clc1ccc(OCc2cn3cccnc3n2)cc1
-5.7,COc1ccc(NC(=O)c2ccccc2Cl)c(OC)c1
-5.7,CC(C)(C)c1ccc(C(=O)NC2CCCCC2)cc1
-5.6,Cc1[nH]c2ccccc2c1C(=O)CN1CCCC1
-6.9,O=C(NC(c1ccccc1)c1ccccc1)c1cccc(Cl)c1
-5.8,O=C(Nc1ccc(Cl)cc1)c1cccc(Cl)c1
-6.6,Cc1cccc(NC(=O)CSc2nnnn2-c2ccccc2)c1
-5.2,CC[C@@H](C)NC(=O)c1ccc(C(C)(C)C)cc1
-5.2,CC[C@H](C)NC(=O)c1ccc(C(C)(C)C)cc1
-5.9,CC(=O)NC(c1ccccc1)c1ccccc1
-5.4,CCOC(=O)c1c2c(sc1NC(C)=O)C(=O)NCCC2
-6.1,CCOC(=O)[C@H]1CCCn2c(=O)c3c4c(sc3nc21)CCCC4
-5.6,CC(=O)c1c(C)n(c2ccc(N(C)C)cc2)c2ccc(O)cc12
-5.8,O=C1CCCc2c1sc1nc3n(c(=O)c21)CCCCC3
-6.3,Cc1ccc(c2nn3c(S)nnc3c3ccccc23)cc1
-5.4,COC(=O)[C@H](C(C)=O)C(=O)c1ccc(C)cc1
-5.9,CN1CCCN(c2ncnc3sc4c(c32)CCC4)CC1
-5.2,CCCC1=C(C(=O)OCC)[C@@H](c2ccccc2F)NC(=O)N1
-6.5,CC1=C(C(=O)OC2CCCCCCC2)[C@H](c2ccccc2)NC(=O)N1
-7.7,CC1=C(C(=O)OC(C)C)[C@H](c2cccc3ccccc32)NC(=O)N1
-5.8,Cc1ccc([C@H]2NC(=O)NC(C)=C2C(=O)OC[C@H]2CCCO2)cc1
-5.7,CCOC(=O)C1=C(c2ccccc2)N(C)C(=O)N[C@@H]1c1ccccc1
-6.1,Cc1ccc([C@H]2NC(=O)NC(C)=C2C(=O)OC[C@@H]2CCCO2)cc1
-5.8,CC[C@H](C)OC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(O)c(OC)c1
-5.5,CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1O
-5.8,COc1ccc(-n2c(C)nc3cc([N+](=O)[O-])ccc3c2=O)cc1
-6.1,Cc1ccc(NC(=O)c2c(N)sc3c2CCC3)cc1
-6.0,Nc1sc2c(c1C(=O)Nc1ccc(Br)cc1)CCC2
-5.1,CC(=O)N1CCN(c2nc3ccc(Cl)cc3s2)CC1
-6.5,O=c1oc(c2ccccc2Cl)nc2sc3c(c12)CCC3
-5.6,O=C(O)c1ccccc1NC(=O)c1ccco1
-7.0,Cc1ccc(NC(=O)c2ccccc2NC(=O)c2ccncc2)cc1
-6.8,Cc1cccc(n2c(c3ccccc3)nc3ccccc3c2=O)c1
-5.9,O=C(CSC1=NN[C@H](c2ccccn2)S1)c1cccc(F)c1
-5.9,Nn1c(-c2ccccc2)nc2ccccc2c1=O
-6.3,Cc1cccc(n2c(=O)c3ccccc3nc2c2cccs2)c1
-6.1,NC(=O)c1c2c(sc1NC(=O)c1ccccc1)CCCCC2
-6.2,CCN1c2ccc(O)c3cccc(c23)C1=O
-6.6,COc1ccc(NC(=O)c2ccccc2NC(=O)c2cccnc2)cc1
-5.9,O=C(Nc1ccccc1C(=O)N1CCOCC1)c1ccco1
-6.2,O=C(Nc1ncc(Cc2ccccc2)s1)c1ccccc1[N+](=O)[O-]
-5.4,CN1C(=O)C[C@H](N2CCC(C(N)=O)(N3CCCCC3)CC2)C1=O
-6.1,O=C(COc1ccc(Cl)cc1Cl)Nc1cccc([N+](=O)[O-])c1
-5.8,NNC(=S)Nc1ccc(C(F)(F)F)cc1
-5.8,CCc1ccccc1NC(=O)c1ccc(C)cc1
-5.8,CC1CCN(c2ncnc3sc4c(c23)CCCC4)CC1
-6.2,O=C(CSc1nccc(-c2ccccc2)n1)N1CCOCC1
-5.1,CC(C)OC(=O)Nc1ccc(Cl)cc1
-5.9,COC(=O)C[C@]1(O)c2ccccc2C(=O)N1Cc1ccc(OC)cc1
-5.4,CC1(C)CC(NC(=O)c2ccccn2)CC(C)(C)N1
-6.6,CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
-5.4,CC(=O)N/C(=C/c1ccc(Br)cc1)C(=O)O
-5.6,O=C(COc1ccccc1)Nc1ccc(F)cc1
-5.5,O=C(N[C@H]1C[C@@H]1c1ccccc1)c1cccs1
-5.7,O=C(COc1ccc(Cl)cc1)Nc1cccc(F)c1
-5.1,CCOC(=O)C1CCN(Cc2c(F)cccc2Cl)CC1
-6.0,CC(C)c1ccc(OCC(=O)Nc2ccc(F)cc2)cc1
-6.0,COc1ccc(OC)c(NC(=O)COc2ccc(C(C)C)cc2)c1
-6.0,C[C@@H]1CCc2[nH]c3ccccc3c(=O)c2C1
-6.0,O=C1C[C@H](c2cccc(Cl)c2)Sc2ccccc2N1
-5.9,CCc1cccc(C)c1NC(=O)c1cccc(Cl)c1
-6.2,Cc1c(NCc2ccccc2)c(=O)n(-c2ccccc2)n1C
-5.1,Nc1ccc(C(=O)NC[C@@H]2CCCO2)cc1
-5.6,Cc1ccc(C(=O)Nc2ccccc2F)cc1
-5.9,CCOc1cc(N2CCOCC2)c(OCC)cc1n1c(C)ccc1C
-4.8,COC(=O)Oc1cc2oc(=O)sc2cc1Br
-5.4,O=C(O)C1CCN(C(=O)c2ccccc2)CC1
-5.5,COc1ccc(C(=O)CCN2CCCCC2)cc1
-4.9,CCOc1ccc([C@H]2N[C@H](C(=O)O)CS2)cc1
-6.9,O=C1c2ccccc2N[C@@H](c2ccccn2)N1c1ccc(Cl)cc1
-5.4,CC(C)c1ccc(/C=C/C(=O)NC2CCCC2)cc1
-6.1,CCOc1ccccc1NC(=O)COc1ccc(C(C)C)cc1
-5.7,Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1
-6.1,Cc1cc(C(C)(C)C)n2nc(c3ccccc3)cc2n1
-5.9,Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1C
-5.7,CCOc1ccccc1C(=O)Nc1cccc(C)c1C
-5.6,Cc1ccccc1C(=O)NCc1ccco1
-6.8,O=C(NCCc1nc2ccccc2[nH]1)c1ccc(c2ccccc2)cc1
-6.0,Cn1c2nc(Cl)n(Cc3ccc(Cl)cc3)c2c(=O)n(C)c1=O
-4.9,C[C@@H]1CCCCN1C(=O)c1ccccc1N
-6.1,FC(F)(F)c1cccc(CSc2nnc(S)s2)c1
-4.8,CC(=O)Nc1ccc(I)cc1C(F)(F)F
-6.1,COC(=O)c1cccc(NC(=O)c2ccccc2Br)c1
-5.8,Nc1nonc1-c1noc(-c2ccco2)n1
-5.0,C[C@@H]1S[C@@H](c2ccc(F)cc2)NC1=O
-5.6,C[C@H](c1ccccc1)N1C[C@@H](C(=O)O)CC1=O
-5.6,CC(=O)C1=C(O)C(=O)O[C@@H]1c1ccc2c(c1)OCO2
-6.7,COc1ccccc1C(=O)Nc1ccc(c2cn3ccccc3n2)cc1
-5.9,Nc1ccccc1C(=O)Oc1ccc(Cl)cc1
-6.0,Cc1cc(C)c(CSc2nc(C)cc(=O)[nH]2)c(C)c1
-6.3,Nc1nonc1C(=O)NCc1ccc2c(c1)OCO2
-5.6,O=C(c1cccs1)c1nocc1C(=O)c1ccc(Cl)cc1
-5.7,CN(C)C(=O)Nc1ccc(OCc2ccccc2)cc1
-5.9,CCN(CC)c1ccc(NC(=O)COc2cc(C)cc(C)c2)cc1
-5.3,COC(=O)c1nn(-c2ccccc2)nc1N
-5.6,Cc1cc(C)n(CNc2nonc2C)n1
-5.5,COc1ccccc1C(=O)Nc1cccc(Br)c1
-5.4,CCC(=O)Oc1ccc2c(C)cc(=O)oc2c1
-6.4,Cc1cccc(C)c1OC(=O)COc1cc(C)c(Cl)c(C)c1
-6.8,Cc1cccc(C)c1OC(=O)/C=C/c1ccccc1Cl
-5.7,CC(C)c1ccc(OC(=O)COc2ccc(Br)cc2)cc1
-6.0,COc1ccc(C(=O)CCN2CCCCCC2)cc1
-6.2,Cc1cc(C)cc(OC(=O)c2c(C)cc(C)cc2C)c1
-6.5,Cc1cc(C)cc(OC(=O)CN2C(=O)c3ccccc3C2=O)c1
-6.4,COC(=O)c1ccccc1NC(=O)[C@@H](C)Oc1ccc(Cl)cc1C
-6.5,Cc1ccc(NC(=O)[C@H](C)Oc2ccc(Cl)cc2C)cc1C
-5.3,Nc1ncnc2nc(N3CCOCC3)ncc12
-5.1,NC(=O)Cc1nc(-c2ccc(Br)cc2)cs1
-5.8,COc1ccc(OC)c(NC(=O)[C@@H]2CCCC[C@@H]2C(=O)O)c1
-6.2,Cc1cc(Cl)ccc1O[C@H](C)C(=O)Nc1ccc(F)cc1
-6.9,O=C(CC(=O)c1cc(Cl)ccc1O)c1ccccc1
-6.3,Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1
-5.2,O=C([C@H]1CCCNC1=O)N1CCCCC1
-6.0,Cc1nc2ccccc2c(=O)n1-c1ccccn1
-5.5,CC(=O)Nc1ccccc1C(=O)N1CCN(C)CC1
-6.8,Cc1cccc(c2nc3sc4c(c3c(=O)o2)CCCCC4)c1
-6.3,COc1cccc(NC(=O)[C@@H]2COc3ccccc3O2)c1
-6.0,Cc1ccc(NC(=O)[C@@H]2COc3ccccc3O2)c(Br)c1
-6.5,O=C(NCCc1ccccc1)[C@@H]1COc2ccccc2O1
-7.2,CC(=O)c1cccc(NC(=O)[C@@H]2COc3ccccc3O2)c1
-6.4,Cc1ccc(NC(=O)COC(=O)CCc2ccccc2)c(C)c1
-5.7,COc1ccc(/C=C/C(=O)OCC(=O)Nc2ccc(C)cc2C)cc1
-5.6,O=C(COC(=O)c1cccs1)Nc1ccccc1Cl
-6.2,O=C(COC(=O)CCc1ccccc1)Nc1ccc(F)cc1
-6.2,CC(C)c1ccccc1OCC(=O)c1ccc(O)cc1O
-6.1,Cc1cc(C)nc(SCc2ccc(Cl)cc2Cl)n1
-6.8,CCc1ccccc1OCC(=O)Oc1ccccc1c1ccccc1
-6.1,O=C(O)CCc1nc(-c2ccc(C(F)(F)F)cc2)no1
-5.6,Cc1cc(Br)cc(C)c1OCC(=O)NCc1ccccc1
-6.2,CCc1ccccc1OCC(=O)Nc1cc([N+](=O)[O-])ccc1OC
-6.3,CCc1ccccc1OCC(=O)Nc1ccccc1C(N)=O
-5.9,CC(C)(C)c1ccccc1OC(=O)c1ccccc1[N+](=O)[O-]
-5.6,CCc1ccccc1OCC(=O)N[C@@H](C)CC
-5.7,CC(C)c1ccc2c(c1)c1c3n2CCN=C3CCC1
-6.0,Nc1sc(-c2ccccc2)cc1C(=O)NCC(=O)O
-5.6,C[C@@H]1CCc2c(sc3ncnc(NCC(=O)O)c32)C1
-5.4,Nc1sc(-c2ccccc2)cc1C(=O)O
-5.2,CCOc1ccc(-c2csc3nc[nH]c(=O)c23)cc1
-5.3,CCOC(=O)c1cnn(-c2ccccc2)c1C
-5.7,CCc1ccccc1NC(=O)COC(=O)c1cccs1
-6.3,CCc1ccccc1NC(=O)COC(=O)/C=C/c1ccc(OC)cc1
-6.8,CCc1ccccc1NC(=O)COC(=O)c1ccc(C)c(C)c1
-6.6,Cc1c(Cl)cccc1NC(=O)COC(=O)c1ccc(F)cc1
-6.3,Cc1c(Cl)cccc1NC(=O)COC(=O)c1cccc(F)c1
-5.6,O=C(O)c1cccnc1Sc1ccc(Cl)cc1
-6.0,O=C(Nc1ccc(Cl)cc1)c1ccc(O)cc1
-6.3,O=C(COc1ccccc1Cl)Nc1ccc(Cl)cc1Cl
-5.4,O=C(O)CSc1cccc2cccc(Cl)c12
-5.7,CC(C)(C)C(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
-5.6,CC1=C(C(=O)OC(C)C)[C@H](c2ccc(Cl)cc2)n2ncnc2N1
-5.5,CC(=O)[C@@H](C)Sc1ncnc2sc3c(c12)CC[C@H](C)C3
-4.9,COC(=O)CSc1ncnc2sc(C)c(C)c21
-6.3,COC(=O)CSc1ncnc2sc(c3ccccc3)cc12
-5.5,Cc1ccc(-c2csc3ncnc(SCC(N)=O)c23)cc1
-6.1,CCOC(=O)c1sc2ncn(Cc3ccccc3C)c(=O)c2c1C
-6.8,CCc1ccccc1NC(=O)Cn1cnc2sc(C)c(C)c2c1=O
-6.0,CCCn1cnc2sc(C(=O)Nc3ccccc3)c(C)c2c1=O
-5.1,OC1(c2ccc(Cl)cc2)CCNCC1
-6.2,COc1ccc(-c2cc(=O)c3cc(OCC(N)=O)ccc3o2)cc1
-5.2,COc1ccccc1[C@@H]1OC(=O)C[C@@H]1C(=O)O
-5.2,Cc1cc(Cl)ccc1Oc1ncccc1[N+](=O)[O-]
-5.6,CCC[C@@H](Nc1ncnc2ccccc21)C(=O)O
-5.6,CCOC(=O)c1cnc2c(C)cc(C)cc2c1NCCN(C)C
-5.9,CCOC(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccccc1[N+](=O)[O-]
-5.3,O=[N+]([O-])C[C@@H](O)c1cnn(-c2ccccc2)n1
-5.8,COC(=O)C1=C(C)Nc2ncnn2[C@@H]1c1ccccc1[N+](=O)[O-]
-7.0,COc1ccc2c(c1)CC[C@@H]([C@]1(O)c3ccccc3N(C)C1=O)C2=O
-6.0,O=C(CCOc1ccccc1)Nc1ccccc1F
-5.9,CCc1ccc(NC(=O)CCOc2ccccc2)cc1
-5.6,COc1ccc(NC(=O)CCOc2ccccc2)cc1
-5.7,CCN(CC)S(=O)(=O)c1ccc(-c2cn3cccnc3n2)cc1
-6.0,CC(=O)c1ccc(NC(=O)CCOc2ccccc2)cc1
-5.6,O=C(NC[C@H]1CCCO1)c1cccc(Cl)c1
-5.7,O=C(/C=C/c1ccc(Cl)cc1Cl)NC[C@H]1CCCO1
-5.8,Cc1cc(OCC(=O)NC[C@H]2CCCO2)cc(C)c1Cl
-5.8,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)NC[C@@H]1CCCO1
-5.2,O=C(O)CCCc1ccc2c(c1)OCO2
-6.1,CCCc1ccc(OCc2ccc(C(=O)O)o2)cc1
-5.7,CC(C)c1ccccc1OCC(=O)NC1CCCC1
-5.9,CC(C)c1ccccc1OCC(=O)Nc1ccc(F)cc1
-6.9,CC(C)c1ccccc1OCC(=O)Nc1ccccc1C(F)(F)F
-5.7,CC(=O)c1ccc2-c3c(Cc2c1)cc(C(=O)C)cc3
-5.7,Cc1ccc(c2nc3ccccc3[nH]2)cc1
-6.4,O[C@H](CNC1CCCCC1)Cn1c2ccccc2c2ccccc12
-6.0,CN1C(=O)[C@@H]2C=CC=C[C@@H]2N=C1SCc1ccccc1F
-6.7,NC(=O)COc1cc(OCC(N)=O)c2c(c1)oc(=O)c1ccccc12
-6.0,COc1ccc(N2C(=O)c3ccccc3C2=O)cc1
-6.5,COC(=O)c1c2c(sc1NC(=O)c1cccc(C)c1)CCCC2
-5.2,COC(=O)c1cc(=O)nc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O2
-7.6,O=C1c2cccc3cccc(c23)C(=O)N1c1nc2ccccc2[nH]1
-5.6,CNc1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
-6.2,CCOC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1ccccc1Cl
-5.8,COC(=O)c1cccc(NC(=S)N(CC(C)C)CC(C)C)c1
-5.4,CCCc1cc(=O)oc2cc(O[C@@H](C)C(=O)O)ccc12
-5.9,NC(=O)Cc1ccc2sc(-c3ccccc3)nc2c1
-6.5,O=C(O)[C@@H]1CCC(=O)N1C1c2ccccc2Oc2ccccc21
-6.5,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)cc1
-5.3,CCOc1ccc(/C=C2/NC(=S)NC2=O)cc1OC
-4.5,O=C(O)c1cc(Br)c(Br)s1
-5.9,O=C(/C=C/c1ccccc1)Nc1ccc(OC(F)F)cc1
-7.0,O=C1NC(=O)c2cc(-c3ccc(/C=C4/NC(=S)NC4=O)o3)ccc21
-6.7,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(Cl)cc1
-6.1,CC(C)c1ccc(S(=O)(=O)Nc2ccc(O)c(Cl)c2)cc1
-5.6,CC(=O)Nc1ccc(NC(=O)c2ccncc2)cc1
-5.0,COC(=O)CCC(=O)c1cc(OC)ccc1OC
-6.7,CCN1c2ccccc2[C@](O)(CC(=O)c2ccc(C)cc2)C1=O
-5.2,CC1(C)CN=C(Nc2ccc(F)cc2)S1
-5.6,O=C(NC1CCCCC1)Oc1ccccc1
-6.4,Cc1ccc(NC(=O)N(C2=NC[C@@H](C)S2)c2ccc(C)cc2)cc1
-6.6,CC1=NN(C(=O)CSc2nc3ccccc3s2)[C@@](C)(O)C1
-6.3,CCSc1sc(CC)cc1CN1C(=O)c2ccccc2C1=O
-5.2,CC1(C)CC(OC(=O)CCN2CCCCC2)CC(C)(C)N1
-5.6,O=C(N[C@@H]1CN2CCC1CC2)c1cccc(Cl)c1
-6.0,COc1cc(CC(=O)O)ccc1OCc1ccccc1
-6.9,CCOc1ccc(C2Nc3cccc4cccc(c34)N2)cc1
-6.4,O=C(Cc1ccccc1)OCc1cc([N+](=O)[O-])ccc1Cl
-4.9,O=C(c1cccs1)N1CCN(c2ncccn2)CC1
-5.5,COc1ccc(NC(=O)[C@@H]2CC=CC[C@H]2C(=O)OC(C)C)cc1
-5.8,O=C(Nc1ccccc1)[C@@H]1CC=CC[C@H]1C(=O)OC[C@@H]1CCCO1
-5.6,O=C(Cc1ccc(F)cc1F)NC1CCCCC1
-5.7,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc(Cl)cc1Cl
-6.1,O=C(c1ccccc1O)c1ccc(O)cc1O
-5.2,Oc1ccc(Sc2ccc(O)cc2)cc1
-4.9,COC(=O)Nc1ccc(C(=O)OC)cc1
-6.3,COC(=O)[C@H]1C2c3ccccc3C(c3ccccc32)[C@@H]1C(=O)OC
-5.6,CS(=O)(=O)c1ncc(OCc2ccccc2)cn1
-5.7,CN(C)S(=O)(=O)c1ccc(-c2cn3cc(Cl)ccc3n2)cc1
-6.6,CC(=O)c1cccc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)c1
-7.2,CC(C)(C)C(=O)N[C@@H](c1ccccc1)c1c(O)ccc2ccccc12
-6.6,O=C1Nc2ccccc2/C/1=C\C=C\c1ccccc1
-5.5,O=C(Nc1nccs1)c1ccc([N+](=O)[O-])s1
-6.2,O=C1Nc2ccccc2/C1=C/c1cccc([N+](=O)[O-])c1
-5.1,O=C1NC(=S)NC(=O)C1=Cc1cccnc1
-5.9,Brc1ccc(c2cnc(c3ccccc3)o2)cc1
-6.2,O=C(COc1ccc([N+](=O)[O-])cc1)NC1CCCC1
-6.9,Cc1noc(C)c1CSc1nnc2cc(C)c3ccccc3n12
-4.9,COC(=O)Cc1cc(OC)c(OC)cc1[N+](=O)[O-]
-5.9,COc1cc([C@H]2Nc3ccccc3S2)cc(OC)c1OC
-5.6,Cc1ccc(c2csc3[nH]cnc(=S)c23)cc1
-5.4,COc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2C)cc1OC
-6.6,Cc1c(C)c(C)c(C(=O)c2ccccc2C(=O)O)c(C)c1C
-6.0,CC(C)(C)c1ccc(NC(=O)Nc2cccc(F)c2)cc1
-6.2,COc1cccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)c1
-6.0,COc1ccc(CCNC(=O)Nc2cccc(OC)c2)cc1
-5.8,Cc1cccc(NC(=O)Nc2nncs2)c1
-6.6,Cc1cccc(NC(=O)Nc2ccc(C(C)(C)C)cc2)c1
-5.2,COc1ccc(C(C)=O)cc1CSc1nccn1C
-5.9,O=C(Sc1n[nH]c(=O)[nH]c1=O)c1ccc(Br)cc1
-6.5,Cc1ccc(CCNC(=O)c2ccc(C(F)(F)F)cc2)cc1
-6.0,CCN(C1=C(Cl)C(=O)N(c2ccccc2C)C1=O)c1ccccc1
-6.9,Cc1cc(C)nc(SCC(=O)NC(=O)c2ccccc2)n1
-5.0,O=C(NCc1ccco1)c1cncc(Br)c1
-5.9,COC(=O)c1ccc(COc2ccccc2Br)cc1
-6.9,Cc1ccc(OCC(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1
-6.6,Cc1ccc(C(C)C)c(OCC(=O)Nc2ccc(C)c(C)c2)c1
-5.6,Cc1onc(-c2ccccc2)c1C(N)=O
-5.5,O=C(O)[C@@H]1CS[C@@H](c2ccc(F)cc2F)N1
-6.0,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccnc1
-6.0,Cc1ccc(Cn2ncc(Cl)c(Cl)c2=O)cc1
-6.7,O=C1c2sc3nccc(=O)n3c2C(=O)N1c1ccccc1
-6.6,O=C(Nc1ccccc1O)c1cccc([N+](=O)[O-])c1
-5.7,Cc1csc(CC(=O)c2ccc(O)cc2O)n1
-6.3,O=C(Nc1cccnc1)c1ccc(CSc2ccc(Cl)cc2)o1
-6.5,Cc1ccc(O)c(NC(=O)c2cccc([N+](=O)[O-])c2)c1
-6.6,O=C1C[C@H](c2ccc3c(c2)OCCCCO3)Oc2ccccc12
-6.3,O=C(Cc1ccc2c(c1)OCCO2)c1ccc(O)c(O)c1O
-6.6,COc1ccc(C(=O)Oc2ccc3c(c2)oc(=O)c2ccccc32)cc1
-5.7,Cc1nnsc1C(=O)Nc1c(C)cccc1C
-5.6,CC[C@H]1CCCCN1C(=O)Nc1ccccc1
-5.8,O=C(COc1ccc(Br)cc1)NCCc1ccccc1
-4.8,COc1ccc(-n2c(C)ccc2C)c([N+](=O)[O-])c1
-5.4,Clc1ccc(NCc2cccnc2)cc1
-6.1,O=C(NCCc1c[nH]c2ccccc12)c1ccc(Cl)cc1Cl
-5.5,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccccc1F
-6.4,COc1ccc(OC)c(-c2oc3ccccc3c(=O)c2O)c1
-4.7,O=C(NC1CC1)c1cncc(Br)c1
-6.5,Cc1cc2c(cc1C)[C@@H](c1cccc(F)c1)CC(=O)N2
-5.0,C[C@H]1CCC[C@@]2(C1)NC(=S)N(C(C)(C)C)N2
-6.5,Cc1ccccc1NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C
-5.4,CCOC(=O)CN(C)c1nc(-c2ccccc2)cs1
-5.7,O=[N+]([O-])c1cccnc1Sc1ccccc1C1=NCCCN1
-5.4,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC
-6.2,Cc1ccc(Nc2ncnc3ccc(Br)cc23)cc1
-5.5,C[C@@H]1CCCC[C@@H]1Nc1ncnc2ccc(Br)cc12
-5.4,O=C(c1scc2c1CCCC2)N1CCCCC1
-5.2,CCOC(=O)c1cnc2ccccc2c1Cl
-6.2,O=C1O[C@@H](Nc2ccc(Cl)c(Cl)c2)c2ccccc12
-6.8,Cc1cccc(C(C)C)c1NC(=O)c1ccc([N+](=O)[O-])cc1Cl
-4.9,Fc1cccc(Cl)c1CSC(=S)N1CCSCC1
-5.3,CCOC(=O)c1c(C)c(C)sc1NC(=O)[C@@H]1CCCO1
-5.8,Cc1nnc(SCC(=O)Nc2ccc(C)cc2)n1N
-6.7,Nc1ccccc1NC(=O)c1cccc(C(F)(F)F)c1
-4.9,CCOC(=O)C[C@H](N)c1ccc(OC)cc1
-7.0,COc1ccc(C)cc1CN1c2cccc3cccc(c23)S1(=O)=O
-5.1,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(Cl)cc1
-5.0,O=C(Nc1cccc(Cl)c1)NC(CO)(CO)CO
-6.2,Cc1cc(C)c(C[C@]2(O)C[C@H](C)N(C)C[C@@H]2C)cc1C
-6.3,COC(=O)c1ccccc1NC(=O)COc1ccc2c(c1)OCO2
-5.4,COc1ccc(-n2c(C)cc(C)c(C(N)=O)c2=O)cc1
-5.9,COc1ccccc1CC(=O)c1ccc(O)cc1O
-6.0,O=C1c2ccccc2[C@](O)(Cc2ccccc2)N1C[C@H]1CCCO1
-4.9,CN(C)c1cccc(N(C)C)c1CNC(=O)c1ccc(Cl)cc1
-5.2,CC(C)NC(=O)COc1ccccc1Br
-6.1,Nc1nc(COc2ccc(F)cc2Cl)nc(N2CCOCC2)n1
-5.6,CCNC(=O)C[C@@H]1Sc2ccccc2NC1=O
-7.0,CCOC(=O)c1cnc2ccc(C)cc2c1Nc1cccc(C(=O)O)c1
-4.5,CCOC(=O)c1scc2c1OCCO2
-5.7,CCOc1ccc(/C=C/C(=O)Nc2nnc(C)s2)cc1OC
-6.5,CC1(C)C[C@@](CCN2C(=O)CCC2=O)(Cc2ccccc2)CCO1
-6.3,Cc1nnc(NC(=O)COc2ccc(c3ccccc3)cc2)s1
-6.6,CC(C)(C)c1ccc(OCc2nc(N)nc(N3CCCCC3)n2)cc1
-5.7,O=C(O)C[C@@H](C(=O)O)c1c[nH]c2ccccc21
-7.0,O=C(O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1
-5.9,C[C@@H]1CCCC[C@H]1NC(=O)c1cc2ccccc2o1
-6.1,Cc1cc(OCC(=O)N[C@H]2CCCC[C@@H]2C)cc(C)c1Cl
-5.7,CC1(C)C(=O)O[C@@]2(c3ccc(Cl)cc3)[C@@H]1OC(=O)C2(C)C
-5.6,COc1ccccc1NC(=O)CSc1ccc(Cl)cc1Cl
-6.2,CC[C@H]1CCc2nc3sc(C(=O)NC4CCCC4)c(N)c3cc2C1
-6.0,O=c1[nH]c(O)nc2c1sc1nc(C3CC3)cc(C(F)(F)F)c12
-6.6,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(N)=O)cc2)cc1
-6.9,O=C1N[C@@](O)(c2ccccc2)[C@](O)(c2ccccc2)N1
-6.4,COc1cccc(N2C(=O)C(Cl)=C(Nc3cccc(O)c3)C2=O)c1
-5.6,CCN(CC)c1ccc(NC(=O)COc2ccc(C)cc2)cc1
-6.7,CN(C)C(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc21
-6.3,NC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc21
-5.3,O=C(O)CCC(=O)c1c[nH]c2ccccc12
-6.5,Cc1cc(OCC(=O)Nc2ccccc2F)ccc1C(C)C
-6.2,Cc1cccc2c(=O)c(CN3C[C@H](C)O[C@@H](C)C3)c(C)[nH]c12
-6.5,Cc1c(Cc2ccccc2)sc(NC(=O)c2ccco2)c1C(=O)N
-6.6,COc1ccc(Nc2c3c(nc4ccc(C)cc24)CCC3)cc1
-5.6,Cc1ccccc1C(=O)NC[C@H]1CCCO1
-6.0,O=S(=O)(/C=C/c1ccccc1)Nc1ccc(F)cc1
-5.7,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)Nc1cccc(F)c1)C(=O)C2
-5.2,O=C(NC[C@@H]1CCCO1)c1ccccc1
-5.6,Cc1cccc(C(=O)NC[C@@H]2CCCO2)c1
-6.0,COc1ccccc1OC(=O)Nc1ccc(Cl)cc1
-6.7,NC(=O)c1ccc(NC(=O)c2ccc(c3ccccc3)cc2)cc1
-6.1,Cc1cc(C)n(c2nc(C)nc3sc4c(c23)CC[C@H](C)C4)n1
-5.6,CC(=O)c1ccc(Sc2ccccc2)cc1
-5.3,COC(=O)CCC(=O)Nc1cccc(Cl)c1C
